age,balance,housing,loan,campaign
46,21,yes,no,1
35,1467,yes,yes,1
43,1234,yes,no,1
51,57,yes,yes,1
27,37,yes,no,1
23,537,yes,no,1
47,206,yes,yes,1
50,0,yes,yes,1
41,5365,yes,no,2
57,455,yes,no,1
30,-109,yes,yes,4
34,393,yes,no,1
47,278,yes,no,1
50,5024,yes,yes,1
34,0,yes,no,1
48,1323,yes,yes,1
55,0,no,no,1
51,1703,yes,no,1
43,181,yes,no,1
53,148,yes,no,1
40,32,yes,no,1
51,160,yes,no,1
49,0,yes,no,1
36,0,yes,no,1
44,3,yes,no,1
54,6242,yes,no,1
50,339,yes,no,3
51,-1944,yes,no,1
55,2854,yes,no,1
41,77,yes,no,1
32,1544,yes,no,1
35,2227,yes,no,1
32,-219,yes,no,6
30,-388,yes,no,1
40,0,yes,no,1
58,807,yes,no,1
31,656,yes,no,1
40,1938,yes,no,1
51,3025,no,no,1
38,0,yes,yes,2
36,2095,yes,no,2
55,728,yes,no,1
32,489,yes,no,2
34,592,yes,no,3
25,51,yes,yes,2
35,0,yes,no,2
28,15,yes,no,2
45,-101,yes,no,1
34,676,no,no,1
60,2090,yes,no,2
49,-327,yes,no,1
34,-99,yes,yes,2
33,478,yes,no,1
28,618,yes,no,1
51,218,yes,no,3
59,-23,yes,no,2
28,7449,yes,no,1
31,1626,no,no,2
30,492,yes,no,1
53,757,yes,no,2
47,223,yes,no,2
56,982,yes,yes,2
44,430,no,no,2
31,202,yes,no,1
32,216,yes,no,2
43,-91,yes,yes,3
51,753,yes,no,2
23,231,yes,no,3
31,734,yes,no,1
36,9,yes,no,2
40,193,yes,no,1
28,553,yes,no,3
24,1371,yes,yes,2
53,160,yes,no,2
44,2386,yes,no,2
37,-1,yes,yes,1
25,758,yes,no,1
25,0,yes,no,1
50,766,yes,no,2
29,0,yes,no,2
48,368,yes,no,2
36,441,yes,no,4
43,1429,yes,no,1
31,0,yes,no,1
38,0,yes,yes,1
27,405,yes,no,2
36,243,yes,no,2
53,26,yes,no,1
40,356,yes,yes,3
31,0,yes,no,2
53,162,yes,no,2
45,54,yes,no,1
48,122,yes,no,1
57,1753,yes,no,1
43,175,no,no,1
45,956,yes,no,1
26,311,yes,no,2
30,239,yes,no,3
24,1085,no,yes,6
42,2790,yes,no,1
27,4,yes,no,2
35,142,yes,no,2
34,530,yes,no,1
32,-25,yes,no,2
46,4646,yes,no,3
38,1513,no,no,1
47,77,yes,yes,1
47,618,yes,no,2
58,246,yes,no,2
28,-393,yes,yes,2
38,546,yes,no,3
27,8366,no,no,2
43,703,yes,no,3
28,697,yes,no,2
52,-1224,yes,no,4
36,181,yes,no,2
26,5533,yes,no,2
42,78,yes,no,2
28,270,yes,no,2
35,1033,yes,no,2
50,162,yes,no,3
27,814,yes,no,2
43,0,yes,no,3
29,2417,yes,no,2
28,417,yes,yes,2
37,19,yes,no,2
33,2,yes,no,2
56,264,yes,yes,2
41,424,yes,no,5
33,543,yes,no,2
28,75,yes,no,3
54,1145,yes,no,3
24,432,yes,no,2
39,411,yes,no,2
36,556,yes,no,3
33,0,yes,no,2
46,193,yes,no,8
42,0,yes,yes,2
38,2000,yes,no,2
34,48,yes,no,2
34,105,yes,no,2
27,-717,yes,yes,2
31,799,yes,no,3
35,0,yes,no,2
31,460,yes,no,2
23,66,yes,no,2
26,13,yes,no,2
31,140,yes,no,2
51,1854,yes,yes,3
53,2144,yes,no,2
49,2146,yes,no,2
56,16125,no,no,2
38,2801,yes,yes,2
39,660,yes,yes,4
38,0,yes,no,2
57,1577,yes,no,2
33,50,yes,no,2
29,-20,yes,no,3
31,1664,yes,no,2
44,11757,no,no,2
37,490,yes,yes,2
38,595,yes,no,3
43,1255,yes,yes,2
41,348,yes,no,2
28,-181,yes,yes,2
32,567,yes,no,2
32,-277,yes,no,3
33,5214,yes,no,2
42,356,yes,no,3
37,740,yes,no,3
55,1,yes,no,2
32,0,yes,no,2
50,1174,yes,no,2
45,1240,no,no,2
32,2626,yes,yes,2
32,3014,yes,no,2
40,168,yes,no,2
38,1134,yes,no,4
29,991,no,no,2
32,203,yes,yes,2
36,-252,yes,no,2
55,608,yes,no,2
37,591,yes,no,2
39,1163,yes,no,3
59,417,yes,no,2
39,62,yes,no,3
33,348,yes,no,2
31,1192,yes,no,2
24,638,yes,yes,3
36,197,yes,no,2
46,-154,yes,no,2
30,3086,yes,no,3
43,37,yes,no,2
33,2558,no,no,2
45,-106,yes,yes,3
35,848,yes,no,3
29,0,yes,no,2
33,1221,yes,no,6
27,130,yes,no,3
27,979,yes,no,4
32,2263,no,no,2
45,608,yes,yes,3
32,1274,yes,no,2
48,60,no,no,2
32,626,yes,no,2
30,86,yes,yes,6
32,516,yes,no,8
43,146,yes,no,3
33,0,yes,no,4
52,0,yes,yes,3
58,229,yes,no,7
37,-158,yes,yes,2
59,0,yes,no,3
57,3071,yes,yes,3
39,291,yes,no,2
44,0,yes,no,4
25,933,yes,no,2
43,823,yes,no,12
24,-540,yes,no,2
25,2317,yes,no,4
33,0,yes,yes,2
46,-35,yes,no,3
50,26,yes,no,5
38,563,yes,no,2
33,0,yes,no,2
26,279,no,no,3
39,464,yes,no,1
22,252,yes,no,3
45,-184,yes,no,3
39,403,yes,no,3
46,-408,yes,yes,4
51,0,yes,no,4
53,0,yes,no,2
35,1615,yes,no,2
34,0,yes,no,3
27,-584,yes,no,2
49,734,yes,no,2
54,1223,yes,no,1
52,249,yes,yes,1
27,185,yes,no,1
41,11103,yes,no,1
37,140,yes,yes,1
28,26,yes,no,2
39,0,yes,no,2
45,3271,no,no,2
36,195,yes,yes,2
33,781,yes,no,1
32,1849,yes,no,1
34,279,yes,no,1
29,281,yes,no,1
26,518,yes,no,3
28,805,yes,no,5
29,202,yes,no,1
49,762,yes,no,2
47,1269,yes,no,1
38,117,yes,no,1
40,64,yes,no,1
43,232,yes,no,8
37,4760,yes,no,2
47,169,yes,no,2
36,418,yes,no,2
35,247,yes,no,3
44,135,yes,no,3
40,-607,yes,no,2
43,9,yes,no,3
42,319,yes,no,9
37,0,yes,no,4
57,52,yes,no,3
29,500,yes,no,8
34,1243,yes,yes,4
56,1255,yes,no,1
25,50,yes,no,1
39,2345,yes,no,2
50,400,yes,no,1
33,245,yes,yes,3
43,0,yes,no,1
31,-181,yes,no,1
39,2749,yes,no,1
44,5039,no,no,2
42,608,yes,no,2
31,7118,yes,no,6
34,233,yes,no,8
57,1029,yes,no,1
37,120,yes,no,4
41,2039,yes,no,1
42,357,yes,no,1
29,883,no,yes,1
42,-149,yes,yes,1
57,75,yes,no,1
53,7,no,yes,1
53,629,yes,no,1
37,1613,yes,no,1
33,3806,yes,no,3
48,0,yes,yes,1
30,277,yes,no,1
41,639,yes,no,1
45,264,yes,no,1
39,3518,yes,no,1
32,56,yes,no,1
40,167,yes,yes,4
57,68,yes,no,2
45,0,yes,no,1
45,770,yes,no,1
45,458,yes,no,3
46,174,yes,no,1
56,789,yes,no,1
56,2313,yes,no,3
40,71,yes,no,1
34,1234,yes,no,1
38,0,yes,yes,1
33,0,no,no,1
41,-4,yes,no,1
43,2,yes,yes,5
43,-330,yes,yes,1
27,1137,yes,no,1
33,0,yes,no,1
33,220,yes,no,1
34,5945,yes,no,1
59,6237,yes,no,1
39,100,yes,no,1
42,28,yes,no,5
30,194,yes,no,3
31,106,yes,no,1
23,4,yes,no,1
49,-129,yes,no,1
40,2679,yes,yes,1
31,691,yes,no,1
39,1965,yes,no,1
56,73,yes,no,1
43,979,yes,no,1
31,1144,yes,no,2
41,-274,yes,no,1
46,716,yes,yes,1
32,747,yes,no,2
34,220,yes,no,1
32,0,yes,no,2
55,244,yes,no,1
35,0,yes,no,1
30,4,yes,no,5
39,299,yes,no,2
57,28,yes,no,1
48,313,no,no,1
51,74,yes,no,2
58,950,yes,no,1
36,506,yes,no,4
40,259,yes,no,1
54,19,yes,no,1
35,156,yes,no,1
31,-423,yes,no,6
38,350,yes,no,1
48,1794,yes,yes,1
48,84,yes,no,5
36,-182,yes,yes,6
31,8,yes,no,2
32,259,yes,no,3
46,2396,no,no,1
50,20,yes,no,1
41,1428,yes,yes,1
44,533,yes,no,4
46,9083,yes,no,1
39,171,yes,yes,1
49,4300,yes,yes,1
40,-163,yes,no,1
40,526,yes,no,1
27,14,no,no,1
48,5078,yes,no,1
47,296,yes,no,1
57,6005,yes,no,1
36,74,yes,no,2
31,-190,yes,yes,3
23,0,yes,no,5
32,1918,yes,no,1
27,23,yes,no,1
46,842,yes,no,1
56,2330,no,no,1
36,0,yes,no,1
43,489,yes,no,1
53,0,yes,no,1
40,408,yes,no,1
38,859,yes,yes,1
36,0,yes,no,1
49,1311,yes,no,1
32,-4,no,no,5
48,0,yes,no,1
56,-116,yes,no,2
47,265,yes,no,2
51,-35,yes,no,1
40,0,yes,no,1
50,-441,yes,no,2
37,262,yes,no,1
39,860,yes,no,1
44,227,yes,yes,1
48,62,yes,no,1
33,0,yes,no,2
48,1131,no,yes,1
35,642,no,no,1
31,1090,yes,no,1
53,253,yes,no,1
51,203,yes,no,1
45,972,yes,no,1
43,177,yes,no,1
38,258,yes,no,1
41,0,no,no,1
29,156,yes,no,4
37,180,yes,no,2
50,-287,yes,no,1
49,1884,yes,no,1
42,0,yes,no,1
52,33,no,no,1
33,1925,yes,no,2
29,1599,yes,no,1
40,4647,yes,no,2
38,238,yes,no,1
58,541,yes,no,1
36,138,yes,no,3
32,0,yes,no,2
28,-281,yes,no,4
36,0,yes,no,2
37,3653,yes,no,1
46,1098,no,no,3
39,-196,yes,no,2
32,333,yes,no,2
44,-204,yes,no,1
44,1343,yes,yes,2
46,-100,yes,no,2
37,403,yes,no,2
29,3041,yes,no,3
28,0,yes,no,3
39,444,yes,no,2
47,1280,no,no,1
29,234,yes,no,1
35,0,yes,no,1
33,113,yes,no,2
34,136,yes,no,2
40,109,yes,no,1
37,6815,yes,no,2
36,278,no,no,2
36,0,yes,no,1
35,70,yes,yes,1
28,231,yes,no,1
42,4,yes,no,2
41,-170,yes,no,1
49,95,yes,no,1
43,0,yes,no,1
41,0,yes,no,1
52,372,yes,no,1
47,759,yes,no,1
46,0,yes,no,2
37,638,yes,no,1
47,603,yes,yes,1
30,33,yes,no,3
41,10,yes,no,2
45,0,no,no,1
52,774,yes,no,1
37,331,yes,no,3
36,0,yes,no,3
33,294,yes,no,1
43,574,yes,no,1
26,962,yes,no,1
42,3279,yes,no,1
37,88,yes,yes,1
33,1,yes,no,1
41,106,yes,yes,2
37,71,no,yes,1
45,247,yes,no,1
41,1717,yes,no,2
32,356,yes,no,3
43,0,no,yes,2
52,26,yes,no,2
49,1499,yes,no,1
50,-26,yes,no,2
57,830,yes,yes,1
49,863,yes,yes,1
34,268,yes,no,1
46,245,yes,no,1
42,258,yes,no,1
53,20,yes,no,1
32,0,yes,yes,2
50,709,yes,no,1
54,1483,yes,yes,2
36,962,yes,no,1
34,90,yes,no,3
48,1291,yes,no,2
39,576,yes,no,1
46,0,yes,yes,1
43,66,yes,no,1
40,1970,no,no,1
42,-1,yes,yes,1
53,125,yes,no,1
53,185,yes,no,2
50,300,yes,no,1
40,287,yes,no,1
43,313,yes,no,2
34,49,no,no,1
33,9449,yes,no,1
56,935,yes,no,2
56,-9,yes,yes,1
36,0,yes,no,1
36,1531,yes,no,3
40,-222,yes,no,1
40,280,yes,no,2
40,-516,yes,no,1
36,535,yes,no,1
44,89,yes,yes,1
42,216,yes,no,3
26,0,yes,no,1
45,-299,yes,no,2
39,1685,yes,no,1
49,-202,yes,yes,2
46,-637,yes,no,1
33,891,no,no,2
38,215,yes,no,2
43,361,yes,no,2
37,3429,yes,yes,4
43,917,yes,no,2
39,1143,yes,no,6
40,-54,yes,no,1
35,-182,yes,no,2
52,337,yes,no,1
59,-198,yes,yes,1
48,0,yes,no,1
34,0,yes,no,1
37,1314,yes,no,2
46,740,yes,no,1
32,2696,yes,no,6
34,4,yes,no,2
56,68,yes,no,5
30,518,yes,no,1
28,430,yes,no,2
46,0,yes,no,2
44,293,yes,no,2
36,0,yes,no,2
33,565,yes,no,2
46,-70,yes,no,2
34,1866,no,no,3
38,0,yes,no,2
39,800,yes,no,2
41,787,yes,no,2
41,75,yes,no,2
50,356,no,no,2
39,1433,yes,no,2
30,268,yes,no,5
39,665,yes,no,8
55,-703,yes,no,3
37,4543,yes,no,1
46,355,yes,no,2
41,-370,yes,no,2
31,25,yes,no,2
38,488,yes,no,6
39,170,yes,no,2
44,1248,yes,yes,3
35,3507,yes,no,2
34,589,yes,no,4
36,251,yes,no,4
58,-808,yes,no,4
31,1,yes,no,5
44,438,yes,no,3
41,549,yes,no,4
36,409,yes,no,2
38,566,yes,no,2
35,0,yes,no,3
57,13,yes,no,2
34,800,yes,yes,2
34,551,yes,no,2
59,0,yes,no,1
39,516,yes,no,2
27,3,yes,no,2
31,-209,yes,no,3
32,541,yes,no,2
55,481,yes,no,2
41,752,no,yes,4
39,0,yes,no,1
41,41,yes,no,2
48,257,yes,no,4
52,1705,no,no,3
31,0,yes,no,2
53,4493,no,no,2
38,981,yes,yes,2
36,515,yes,yes,4
39,-762,yes,yes,6
43,56,yes,no,3
50,-470,yes,no,2
56,39,yes,no,2
31,49,yes,no,3
41,2576,yes,yes,5
31,11,yes,no,2
52,863,no,no,2
48,443,yes,no,2
45,2237,yes,no,3
42,3104,no,no,2
40,498,yes,no,2
59,148,yes,yes,2
47,1374,no,yes,2
34,116,no,no,2
24,281,yes,no,2
51,257,yes,no,2
38,637,yes,no,2
28,16,yes,no,7
43,490,yes,no,2
36,23,yes,no,2
35,387,yes,no,3
34,174,yes,no,3
30,23,yes,no,2
42,-556,yes,yes,3
40,170,yes,yes,3
51,1022,yes,no,3
50,81,no,no,2
37,393,yes,no,4
39,0,yes,no,3
36,0,yes,no,2
38,0,yes,no,2
32,95,yes,no,4
34,471,yes,no,3
43,60,no,no,2
40,1270,yes,no,2
52,824,no,no,1
34,366,yes,no,4
36,153,yes,no,1
38,395,yes,no,1
44,140,yes,no,2
48,1778,yes,no,3
39,324,yes,no,2
41,211,yes,no,3
44,177,yes,no,1
55,1569,yes,no,4
42,3018,yes,no,3
34,-85,yes,no,4
26,354,yes,no,5
36,-355,yes,no,1
36,771,yes,no,1
36,55,yes,no,1
54,428,yes,no,1
50,496,yes,no,1
49,993,yes,yes,1
33,139,yes,no,1
39,-405,yes,no,1
29,572,yes,no,6
34,3,yes,no,1
51,314,yes,yes,3
38,1597,no,no,1
38,1612,yes,no,1
34,140,yes,no,2
42,714,yes,yes,1
42,256,no,no,1
37,105,yes,no,1
30,514,yes,no,3
45,187,yes,no,2
43,310,yes,no,7
56,-255,yes,no,5
57,657,yes,no,5
38,1333,yes,no,5
46,1807,yes,no,3
29,37,yes,no,3
36,432,yes,no,3
46,0,yes,no,4
34,664,yes,yes,2
45,1412,yes,no,4
36,661,yes,no,8
43,1318,yes,yes,8
55,1402,yes,no,2
27,68,yes,yes,5
43,704,yes,no,2
34,1288,yes,no,8
36,223,yes,yes,1
57,-34,yes,yes,6
30,52,yes,yes,1
37,240,yes,no,1
40,0,yes,no,1
41,355,yes,no,1
57,25,yes,no,1
53,72,yes,yes,1
60,-396,yes,no,1
44,738,yes,no,1
50,4,yes,yes,1
34,518,yes,no,1
45,0,yes,no,1
39,141,yes,yes,1
57,7400,yes,no,2
33,62,yes,no,1
36,0,yes,yes,1
54,943,yes,yes,1
50,2419,yes,no,1
41,-217,yes,no,1
40,0,yes,no,1
47,2548,yes,no,1
45,-104,yes,no,12
49,579,yes,no,1
43,-423,yes,yes,1
38,741,yes,no,1
34,0,yes,no,1
40,6767,yes,no,1
38,625,yes,yes,1
47,-59,yes,yes,1
42,162,yes,no,1
43,6346,yes,no,1
34,1826,yes,no,1
35,356,yes,no,5
44,130,yes,yes,1
32,859,yes,yes,5
38,97,yes,no,2
36,14,yes,yes,1
36,483,yes,no,1
50,284,yes,no,1
44,985,yes,yes,7
49,1350,yes,yes,1
40,1185,yes,no,1
31,5547,yes,no,1
43,221,yes,no,1
35,4515,yes,no,3
36,803,yes,no,4
45,746,yes,no,1
37,9306,yes,no,1
36,198,yes,no,1
52,131,yes,yes,1
37,0,no,no,2
36,666,yes,no,1
38,0,yes,no,1
32,1094,yes,no,7
39,243,no,yes,3
40,281,yes,no,11
35,434,yes,no,1
45,1265,yes,no,8
41,-109,yes,yes,1
38,304,no,no,1
54,7249,yes,yes,1
39,0,yes,no,1
41,236,yes,no,1
54,401,yes,no,1
29,228,yes,no,8
33,7,yes,no,5
39,-404,yes,no,1
29,200,yes,no,1
49,-212,yes,yes,1
29,477,yes,yes,1
36,269,yes,no,2
36,866,yes,no,1
31,550,yes,yes,1
31,147,yes,no,5
37,511,yes,no,1
34,1075,yes,no,1
47,298,yes,no,1
38,158,yes,no,1
39,0,yes,no,1
35,873,yes,no,1
30,948,yes,no,1
43,580,yes,no,1
28,389,yes,no,7
38,1,yes,no,7
46,101,yes,no,1
32,367,yes,no,2
46,-339,yes,yes,2
37,217,yes,no,1
40,4904,yes,no,1
42,174,yes,no,1
39,3047,yes,no,1
55,719,yes,no,6
41,572,yes,no,1
36,-461,no,no,2
42,4900,yes,no,1
36,1253,yes,no,2
36,3875,yes,no,1
31,166,yes,no,1
47,442,yes,no,1
33,4789,yes,yes,1
42,-396,yes,no,1
45,839,yes,no,1
37,295,yes,yes,3
49,6215,yes,no,1
44,-8,yes,no,1
51,726,yes,no,1
31,457,yes,no,1
32,-94,yes,yes,1
42,659,yes,no,1
41,-312,yes,no,1
60,1608,yes,no,1
59,33,yes,no,1
41,419,yes,no,1
43,-291,yes,no,1
57,311,yes,no,2
35,240,yes,yes,2
55,59,yes,no,1
29,9,yes,no,3
30,2597,yes,no,1
39,283,yes,no,2
44,13054,yes,no,2
36,0,yes,no,1
49,3652,yes,yes,1
29,0,yes,no,6
31,0,yes,no,1
33,177,yes,no,1
51,3370,yes,no,1
30,-1105,yes,no,1
55,761,yes,no,1
33,826,yes,no,1
43,518,yes,no,1
40,0,yes,yes,2
24,4500,yes,no,2
47,71,yes,no,1
30,137,yes,no,1
54,1252,yes,no,1
40,-17,yes,yes,1
45,-72,yes,no,1
41,428,yes,no,1
35,41,yes,no,5
40,1844,yes,no,1
40,98,yes,no,2
49,24,yes,no,1
33,358,no,no,1
40,-192,yes,no,1
31,0,no,no,2
23,2412,yes,no,5
41,169,yes,no,1
35,2048,yes,no,1
48,457,yes,no,1
31,2423,yes,yes,3
56,150,yes,yes,6
34,-10,yes,no,1
55,13,yes,no,1
46,5130,yes,yes,1
44,-210,yes,no,4
43,898,yes,no,1
40,208,yes,yes,2
40,374,yes,yes,1
39,-288,yes,no,1
31,78,yes,no,1
34,1611,yes,no,2
41,88,yes,no,1
42,-853,yes,no,1
49,100,yes,no,2
32,314,yes,no,6
55,2059,yes,no,1
37,321,yes,no,2
52,43,yes,yes,2
38,3049,yes,yes,1
50,372,yes,no,1
44,0,yes,no,2
27,536,yes,no,3
45,542,no,no,5
58,3058,yes,no,1
40,3,yes,yes,1
51,602,yes,no,1
51,-55,yes,no,2
37,275,yes,no,1
35,189,yes,no,1
39,1403,no,no,8
43,553,no,no,1
48,1080,yes,no,2
42,1042,yes,no,1
41,1219,yes,no,1
28,117,yes,no,1
38,493,yes,no,1
29,452,yes,no,1
41,28,yes,no,1
37,2366,yes,no,1
41,306,yes,no,1
29,340,yes,no,6
34,1756,yes,yes,1
48,1282,yes,no,2
43,-416,yes,yes,1
41,595,yes,no,1
40,0,no,no,1
39,322,yes,no,1
33,451,yes,no,1
42,1449,yes,no,1
48,583,yes,no,1
37,0,yes,no,1
32,1145,yes,no,1
24,1,yes,no,2
40,-438,no,no,1
41,1395,yes,yes,1
29,31,yes,no,1
36,0,yes,no,1
55,0,yes,no,3
45,102,yes,no,1
34,-701,yes,no,2
44,-1636,yes,yes,1
29,415,yes,no,3
36,1615,yes,no,1
42,1450,no,no,2
47,0,yes,no,8
37,293,yes,no,1
39,266,no,no,2
29,910,yes,no,1
34,0,yes,no,1
44,0,yes,no,2
42,613,yes,no,2
41,101,yes,no,1
42,679,yes,no,2
35,245,yes,no,2
45,503,yes,no,1
46,1740,yes,no,1
39,-106,yes,yes,2
40,51,yes,no,1
37,20,yes,no,1
32,-23,no,no,1
38,154,yes,no,1
34,-374,yes,no,1
37,223,yes,no,2
33,2366,yes,no,1
57,5486,yes,no,7
52,201,yes,no,1
39,93,yes,no,4
39,1506,yes,no,2
50,326,yes,no,1
26,5,yes,no,1
37,-17,yes,no,2
33,-255,yes,yes,9
52,36,yes,yes,1
37,771,yes,no,2
27,100,yes,no,4
52,-178,yes,yes,2
31,2153,yes,no,3
59,0,yes,no,1
44,491,yes,yes,4
53,-102,yes,no,2
58,3867,yes,no,1
50,-458,yes,no,2
55,8044,yes,no,5
32,-15,yes,yes,3
51,581,yes,no,1
21,398,yes,no,3
56,966,yes,no,2
36,1400,yes,no,3
58,1301,yes,no,1
52,540,yes,no,2
35,-315,yes,no,2
38,-120,yes,no,1
43,426,yes,no,2
45,456,yes,no,1
41,81,yes,no,1
46,186,yes,no,2
32,-616,yes,no,1
38,5293,yes,no,1
33,142,yes,no,2
58,2,yes,no,3
28,4064,no,yes,2
44,976,yes,no,2
50,199,no,no,2
30,11,yes,no,1
44,0,yes,yes,1
36,151,yes,no,1
39,381,yes,no,1
49,0,yes,no,1
35,0,yes,no,1
32,-84,yes,no,1
32,101,yes,no,1
43,216,yes,yes,1
42,1453,yes,no,1
41,727,yes,no,1
44,254,yes,yes,2
52,0,yes,no,2
30,740,yes,yes,3
35,-367,yes,no,1
56,102,yes,no,1
40,1011,yes,no,2
37,812,yes,yes,2
46,306,yes,no,5
44,1071,yes,no,3
37,246,yes,no,1
41,1319,yes,no,1
33,-331,yes,yes,2
38,2064,yes,no,1
42,352,yes,no,3
47,1571,yes,no,1
36,779,yes,no,1
40,695,yes,no,1
34,213,yes,no,1
34,333,yes,yes,1
38,759,yes,no,1
43,1579,yes,no,1
36,-523,yes,yes,1
53,640,yes,no,2
34,-29,yes,no,2
37,83,yes,no,1
39,1005,yes,yes,1
28,448,yes,no,2
30,692,yes,no,1
46,-27,yes,no,1
48,7985,yes,no,2
36,0,yes,no,2
57,124,yes,no,1
25,931,yes,no,2
34,580,yes,yes,1
41,926,yes,no,2
38,328,yes,no,4
42,3068,yes,yes,2
39,-495,yes,yes,6
34,395,yes,no,2
39,0,yes,no,2
34,148,yes,no,2
38,0,yes,yes,2
38,3039,yes,yes,2
50,533,yes,no,2
29,558,yes,no,1
48,0,yes,no,3
50,1400,yes,no,1
57,66,yes,no,2
45,462,yes,no,2
48,643,yes,no,4
42,-204,yes,no,1
29,195,yes,no,1
44,370,yes,no,1
54,397,yes,no,1
33,48,yes,no,1
37,622,yes,no,1
38,946,yes,no,1
39,626,yes,no,2
37,1653,yes,yes,2
33,-530,yes,yes,5
57,99,yes,no,2
39,27,yes,no,3
38,1370,yes,no,2
42,498,yes,no,2
44,-420,yes,no,2
32,0,yes,no,3
47,510,yes,no,3
34,-240,yes,no,6
34,-333,yes,no,4
50,1549,yes,no,2
36,1806,yes,no,6
35,313,yes,no,2
37,0,yes,no,2
31,425,yes,no,2
38,422,yes,no,3
36,1089,yes,no,4
55,42,yes,no,2
43,582,yes,no,3
48,222,yes,no,2
38,861,yes,no,2
35,244,yes,no,2
32,1,yes,no,4
47,373,yes,no,2
39,785,yes,no,2
53,-233,yes,no,3
53,248,yes,no,2
55,154,no,no,2
36,1473,yes,yes,2
31,1598,yes,no,2
41,542,yes,no,2
52,0,yes,no,2
36,219,yes,yes,2
59,0,yes,no,2
34,174,no,no,4
46,875,yes,yes,3
37,284,yes,no,5
39,1362,yes,no,2
53,238,yes,no,2
33,3499,yes,no,3
48,-470,yes,no,2
46,916,yes,no,2
31,240,yes,yes,2
30,0,yes,no,3
35,6,yes,no,2
49,1120,yes,no,2
25,373,yes,no,2
49,-18,yes,no,3
37,0,yes,no,6
38,279,yes,no,3
42,869,yes,yes,2
32,271,yes,yes,2
31,162,yes,yes,2
50,388,yes,no,4
37,555,yes,no,3
32,222,yes,no,2
44,184,yes,no,2
44,-497,yes,no,2
42,-523,yes,no,2
47,694,yes,no,4
35,202,yes,yes,2
31,414,yes,no,2
29,18254,no,no,2
46,2603,yes,yes,3
31,467,yes,no,2
45,744,yes,no,2
51,-1137,yes,yes,3
44,953,yes,no,2
42,83,yes,yes,2
55,468,yes,no,2
39,763,yes,no,7
55,-361,yes,no,2
37,1165,yes,no,3
27,297,no,no,5
29,309,yes,no,3
28,4054,yes,no,2
35,151,yes,no,2
31,2377,yes,no,3
52,-11,yes,no,4
37,133,yes,no,2
40,4136,yes,no,3
36,2409,yes,yes,2
41,2067,yes,no,4
36,3064,yes,no,4
50,0,yes,no,3
47,3957,yes,no,3
50,50,yes,no,5
34,10,yes,yes,2
56,141,yes,no,2
42,292,yes,no,3
48,-551,yes,no,2
37,3975,yes,no,2
41,1236,yes,no,3
32,473,yes,no,2
41,0,yes,no,3
38,0,yes,no,4
56,279,yes,no,2
54,956,yes,yes,2
36,543,yes,no,3
26,249,yes,no,2
34,4714,yes,yes,2
35,847,yes,no,2
31,1331,yes,no,2
43,0,yes,no,3
37,1388,yes,no,2
46,124,yes,yes,4
33,-253,yes,no,3
31,-15,yes,no,2
37,1415,yes,no,2
29,0,yes,no,2
36,-185,yes,no,2
31,62,yes,no,3
47,600,yes,yes,8
36,109,yes,no,2
46,-1092,yes,no,5
27,235,yes,no,5
39,2040,yes,no,6
42,218,yes,no,2
40,16,yes,no,12
56,190,yes,no,8
35,739,yes,no,7
46,2313,yes,no,2
35,1077,yes,no,6
55,1649,yes,no,3
30,297,yes,no,2
41,362,yes,no,3
43,277,yes,no,2
59,0,yes,no,3
50,0,yes,no,2
59,146,yes,no,3
33,310,yes,no,2
54,0,yes,no,4
34,0,yes,yes,2
41,-648,yes,no,3
41,4063,yes,no,5
39,0,yes,no,7
53,70,yes,no,6
58,502,yes,no,2
41,1734,yes,no,2
39,2783,yes,no,2
30,0,yes,no,3
50,8648,no,no,3
33,171,yes,no,3
36,-811,yes,no,2
54,87,yes,no,8
54,0,yes,no,6
60,5789,yes,no,5
40,768,yes,no,3
34,2,yes,no,5
34,156,yes,no,1
26,2182,yes,no,1
45,627,yes,no,1
27,541,yes,no,1
41,849,yes,yes,4
43,591,yes,no,4
37,2364,yes,no,4
54,11686,yes,yes,1
41,164,yes,no,4
41,-277,yes,no,1
50,65,yes,no,1
46,98,yes,yes,1
34,165,no,no,1
46,1437,yes,no,1
34,7279,yes,no,1
35,-465,no,no,1
34,479,yes,no,1
40,780,yes,no,1
37,1148,yes,no,1
41,254,yes,no,1
55,99,yes,no,1
54,66,yes,no,2
43,238,yes,yes,1
41,194,yes,no,1
60,860,yes,no,1
48,561,yes,no,1
32,24,yes,yes,1
43,703,yes,no,1
32,169,yes,no,4
37,1655,yes,no,1
39,223,yes,yes,2
55,-14,yes,no,4
35,211,yes,no,1
32,146,yes,no,1
37,1109,yes,no,1
42,335,yes,no,1
44,2696,yes,yes,1
38,199,yes,no,1
55,2102,yes,no,4
37,0,yes,no,1
39,25,yes,yes,1
46,278,yes,no,1
32,1176,no,no,5
48,-110,yes,no,1
34,7,yes,no,1
36,419,yes,no,5
46,2,no,no,1
29,1697,yes,no,4
37,1733,yes,no,3
37,-487,yes,no,1
38,1533,yes,no,1
44,1147,yes,no,1
36,168,yes,no,1
40,1808,yes,no,1
34,439,yes,no,1
59,1635,yes,no,1
32,-32,yes,no,1
28,1119,yes,no,1
30,112,yes,yes,2
53,545,yes,no,1
42,88,yes,no,2
39,167,yes,yes,1
47,216,yes,no,3
54,349,yes,no,2
52,23552,yes,no,1
38,-90,no,yes,1
